epoch;acc;loss;val_acc;val_loss
0;0.65645;0.6173753193855286;0.741;0.5300324073314667
1;0.74445;0.5239652661323547;0.789;0.4581819344997406
2;0.7752;0.48527921533584595;0.7644;0.4835345280647278
3;0.7902;0.46731526708602905;0.8118;0.4048325008392334
4;0.7965;0.4518755469322205;0.7984;0.44820765838623045
5;0.8071;0.44248172607421876;0.8286;0.380845587348938
6;0.81095;0.4306813810348511;0.8388;0.4059468036174774
7;0.8153;0.42686652286052706;0.7994;0.42812496738433836
8;0.8251;0.41266736307144164;0.8338;0.38681871931552886
9;0.82765;0.4065265386343002;0.8166;0.4204733484745026
10;0.82965;0.39706928470134734;0.8294;0.3907389052152634
11;0.83625;0.3897342613220215;0.8498;0.3472137870311737
12;0.83855;0.3872226292133331;0.8126;0.4542352949142456
13;0.8433;0.3800861137509346;0.8518;0.35017465748786925
14;0.84575;0.36998923118114474;0.8538;0.3452465854406357
15;0.8485;0.37014826283454894;0.8574;0.3375795986890793
16;0.8509;0.3680710188627243;0.8698;0.31694622721672056
17;0.85195;0.365792851793766;0.8596;0.33084960441589356
18;0.85545;0.35848013824224473;0.862;0.3352689022064209
19;0.85265;0.3587472988009453;0.862;0.336370011806488
20;0.85665;0.35608842397928236;0.8666;0.33731137166023256
21;0.85405;0.35120253990888595;0.8614;0.33441237173080446
22;0.85945;0.347959154176712;0.8524;0.40184063968658446
23;0.86185;0.3485076653838158;0.875;0.3058394952297211
24;0.86085;0.3426896509766579;0.847;0.38653847811222075
25;0.8641;0.3371463956236839;0.8744;0.30988886814117433
26;0.86505;0.3360081398367882;0.8662;0.31295194311141966
27;0.86325;0.33830776858329775;0.8852;0.28789541964530946
28;0.86195;0.3384004984974861;0.8838;0.3068058511212468
29;0.8627;0.3498885326504707;0.8458;0.37456422548294066
30;0.86615;0.3348287641763687;0.8596;0.33961371479034425
31;0.86625;0.33466325342655184;0.865;0.3512639117717743
32;0.86485;0.3405656186461449;0.8564;0.3573105184316635
33;0.8663;0.3399779567837715;0.879;0.3153022662401199
34;0.8689;0.3379032840311527;0.8794;0.3015906328201294
35;0.86735;0.33178969340324405;0.8742;0.31442447967529297
36;0.8659;0.3360015627563;0.852;0.3766904959201813
37;0.866;0.338611687707901;0.859;0.3622184158325195
38;0.86555;0.34267581226825716;0.8634;0.3651986262559891
39;0.8666;0.33479948143959043;0.8754;0.33179504790902137
40;0.86845;0.33375768905878067;0.8688;0.31380893974304197
41;0.8657;0.33684704296588897;0.8806;0.3270431643843651
42;0.8658;0.34006612092256544;0.8666;0.3228507129430771
43;0.8689;0.33946384555101394;0.8816;0.31669840092658996
44;0.8643;0.34048927958011627;0.8812;0.2978758777141571
45;0.8699;0.3358792099356651;0.8864;0.281778031539917
46;0.8671;0.33572164094448087;0.7156;0.6542572659492493
47;0.8664;0.33740511237382886;0.8846;0.30517021100521086
48;0.8664;0.3402816677927971;0.8718;0.42542043871879576
49;0.8671;0.3401479683041573;0.8854;0.2964094486474991
