epoch;acc;loss;val_acc;val_loss
0;0.6227;0.637113772726059;0.6957131410256411;0.5701404099281018
1;0.71538692561818;0.5575343779537076;0.7580515297906603;0.49973904299467276
2;0.7540294323815802;0.5078643063833458;0.7807971014492754;0.46663817835314836
3;0.7802582841184909;0.4681980427959109;0.7892512077294686;0.5058125257012157
4;0.8130944038501957;0.41757451686573666;0.8222624798711755;0.39812258893740926
5;0.8324657122715778;0.37657640438046897;0.839573268921095;0.3709566526702829
6;0.8537891680729593;0.34068208471326955;0.8643317230273752;0.30860858519776047
7;0.865001501651817;0.3129826734055627;0.8808373590982287;0.2800060591140039
8;0.8802182400521364;0.2877872039222994;0.8627214170692431;0.33544997227844603
9;0.890529582546762;0.2681226187824475;0.8780193236714976;0.2966310854599288
10;0.8975372910141551;0.248972125326815;0.9066022544283414;0.21592443348800885
11;0.9060967063770147;0.23077406229865075;0.9061996779388084;0.2391463994451959
12;0.9123535889359086;0.21966014621654947;0.8983494363929146;0.27854754210670213
13;0.9174091500650716;0.20685432629415684;0.9152576489533011;0.19518646873809672
14;0.9214135549104014;0.19778455926251012;0.9343800322061192;0.1679495759068384
15;0.9233657022724997;0.19609265023202305;0.9241143317230274;0.18470039802952856
16;0.927320052045329;0.18932154626534356;0.927536231884058;0.1841970366064381
17;0.9307738512244259;0.17419900672877797;0.9190821256038647;0.228251735471345
18;0.931825007496325;0.17578443292845763;0.9390096618357487;0.1564873916617386
19;0.9314746220723586;0.1712768200875546;0.9313607085346216;0.17881717950393614
